,pokedex_number,name,type1,type2,generation,hp,attack,defense,sp_attack,sp_defense,speed,base_egg_steps,base_happiness,capture_rate,classification,experience_growth,height_m,percentage_male,weight_kg,is_legendary,percentage_female,ability_0,ability_1,ability_2,ability_3,ability_4,ability_5
781,781,Dhelmise,ghost,grass,7,70,131,100,86,90,40,6400,70,25,Sea Creeper Pokémon,1000000,3.9,0.0,210.0,0,0.0,Steelworker,,,,,
782,782,Jangmo-o,dragon,none,7,45,55,65,45,45,45,10240,70,45,Scaly Pokémon,1250000,0.6,50.0,29.7,0,50.0,Bulletproof,Soundproof,Overcoat,,,
783,783,Hakamo-o,dragon,fighting,7,55,75,90,65,70,65,10240,70,45,Scaly Pokémon,1250000,1.2,50.0,47.0,0,50.0,Bulletproof,Soundproof,Overcoat,,,
784,784,Kommo-o,dragon,fighting,7,75,110,125,100,105,85,10240,70,45,Scaly Pokémon,1250000,1.6,50.0,78.2,0,50.0,Bulletproof,Soundproof,Overcoat,,,
785,785,Tapu Koko,electric,fairy,7,70,115,85,95,75,130,3840,70,3,Land Spirit Pokémon,1250000,1.8,0.0,20.5,1,0.0,Electric Surge,Telepathy,,,,
786,786,Tapu Lele,psychic,fairy,7,70,85,75,130,115,95,3840,70,3,Land Spirit Pokémon,1250000,1.2,0.0,18.6,1,0.0,Psychic Surge,Telepathy,,,,
787,787,Tapu Bulu,grass,fairy,7,70,130,115,85,95,75,3840,70,3,Land Spirit Pokémon,1250000,1.9,0.0,45.5,1,0.0,Grassy Surge,Telepathy,,,,
788,788,Tapu Fini,water,fairy,7,70,75,115,95,130,85,3840,70,3,Land Spirit Pokémon,1250000,1.3,0.0,21.2,1,0.0,Misty Surge,Telepathy,,,,
789,789,Cosmog,psychic,none,7,43,29,31,29,31,37,30720,0,45,Nebula Pokémon,1250000,0.2,0.0,0.1,1,0.0,Unaware,,,,,
790,790,Cosmoem,psychic,none,7,43,29,131,29,131,37,30720,0,45,Protostar Pokémon,1250000,0.1,0.0,999.9,1,0.0,Sturdy,,,,,
791,791,Solgaleo,psychic,steel,7,137,137,107,113,89,97,30720,0,45,Sunne Pokémon,1250000,3.4,0.0,230.0,1,0.0,Full Metal Body,,,,,
792,792,Lunala,psychic,ghost,7,137,113,89,137,107,97,30720,0,45,Moone Pokémon,1250000,4.0,0.0,120.0,1,0.0,Shadow Shield,,,,,
793,793,Nihilego,rock,poison,7,109,53,47,127,131,103,30720,0,45,Parasite Pokémon,1250000,1.2,0.0,55.5,1,0.0,Beast Boost,,,,,
794,794,Buzzwole,bug,fighting,7,107,139,139,53,53,79,30720,0,25,Swollen Pokémon,1250000,2.4,0.0,333.6,1,0.0,Beast Boost,,,,,
795,795,Pheromosa,bug,fighting,7,71,137,37,137,37,151,30720,0,255,Lissome Pokémon,1250000,1.8,0.0,25.0,1,0.0,Beast Boost,,,,,
796,796,Xurkitree,electric,none,7,83,89,71,173,71,83,30720,0,30,Glowing Pokémon,1250000,3.8,0.0,100.0,1,0.0,Beast Boost,,,,,
797,797,Celesteela,steel,flying,7,97,101,103,107,101,61,30720,0,25,Launch Pokémon,1250000,9.2,0.0,999.9,1,0.0,Beast Boost,,,,,
798,798,Kartana,grass,steel,7,59,181,131,59,31,109,30720,0,255,Drawn Sword Pokémon,1250000,0.3,0.0,0.1,1,0.0,Beast Boost,,,,,
799,799,Guzzlord,dark,dragon,7,223,101,53,97,53,43,30720,0,15,Junkivore Pokémon,1250000,5.5,0.0,888.0,1,0.0,Beast Boost,,,,,
800,800,Necrozma,psychic,none,7,97,107,101,127,89,79,30720,0,3,Prism Pokémon,1250000,2.4,0.0,230.0,1,0.0,Prism Armor,,,,,
801,801,Magearna,steel,fairy,7,80,95,115,130,115,65,30720,0,3,Artificial Pokémon,1250000,1.0,0.0,80.5,1,0.0,Soul-Heart,,,,,
